"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mt1.2",1.21125330010334e-299,-1.76190503742562,0.167,0.609,3.39126698962932e-295,"2","Mt1"
"Igfbp4.2",1.56551822223334e-299,0.424758425368826,0.701,0.236,4.38313791860891e-295,"2","Igfbp4"
"Efemp2.2",2.44719387801534e-298,0.658285289918213,0.601,0.211,6.85165341966734e-294,"2","Efemp2"
"Serping1.2",7.9879366780906e-298,0.527833765385823,0.452,0.072,2.23646251113181e-293,"2","Serping1"
"Cd24a.2",1.00132244272483e-297,-1.56171140877899,0.06,0.478,2.80350257514099e-293,"2","Cd24a"
"Igfbp5.2",4.94542620260027e-297,1.21085767914734,0.491,0.096,1.38462042820402e-292,"2","Igfbp5"
"Hoxb6",4.09410659898149e-295,0.426142174094482,0.276,0.008,1.14626796558284e-290,"2","Hoxb6"
"Sod3.2",9.23776510771771e-295,0.839255146900843,0.422,0.056,2.58638947485881e-290,"2","Sod3"
"Gucy1b3.1",1.46264339215863e-294,1.17183620605891,0.312,0.021,4.09510896936573e-290,"2","Gucy1b3"
"Fbln1.2",1.63722531604465e-294,0.631792898662261,0.397,0.045,4.58390343986181e-290,"2","Fbln1"
"Nrtn.2",3.4483113781543e-294,0.714662225549066,0.403,0.087,9.65458219655641e-290,"2","Nrtn"
"Dst.2",6.79720360197028e-294,0.727154380853064,0.609,0.249,1.90308106447964e-289,"2","Dst"
"Kazald1.2",6.02328777897959e-291,0.582106079292418,0.378,0.053,1.68640011235871e-286,"2","Kazald1"
"Robo2.2",2.44634820663149e-290,0.707764938109659,0.419,0.058,6.84928570892684e-286,"2","Robo2"
"Lpp.1",3.52791120917299e-290,0.692192440016358,0.712,0.456,9.87744580344253e-286,"2","Lpp"
"Islr.2",6.39091868156686e-290,0.506417959671423,0.372,0.036,1.78932941246509e-285,"2","Islr"
"S100a6.2",2.93030041490839e-289,-2.1987286305264,0.653,0.714,8.2042551016605e-285,"2","S100a6"
"2200002D01Rik.2",9.53642750534132e-289,-1.25192603323095,0.128,0.525,2.67000897294546e-284,"2","2200002D01Rik"
"Tsc22d1.2",3.89841941747654e-288,0.677698393475498,0.947,0.8,1.09147946850508e-283,"2","Tsc22d1"
"S100a1.2",1.77574158767447e-286,-0.825800948014701,0.198,0.655,4.97172129717098e-282,"2","S100a1"
"Fabp5.2",3.94820645180829e-286,-1.51735189350751,0.208,0.618,1.10541884237728e-281,"2","Fabp5"
"Tpst1.2",5.49244837663257e-286,0.61193293965437,0.473,0.096,1.53777569648959e-281,"2","Tpst1"
"Sept4.2",1.38991702175515e-284,0.961245063939893,0.638,0.189,3.89148967751007e-280,"2","Sept4"
"Pla2g1b.1",1.4632809125025e-284,-1.15657552139448,0.032,0.436,4.0968938988245e-280,"2","Pla2g1b"
"Rora.2",4.80628717399445e-284,0.671479172365314,0.472,0.14,1.34566428297497e-279,"2","Rora"
"Ank2",6.05624955695698e-283,0.451330216296193,0.292,0.015,1.69562875095682e-278,"2","Ank2"
"Slc39a8.1",6.61807465057892e-283,-0.780935246177474,0.028,0.428,1.85292854066908e-278,"2","Slc39a8"
"Anxa1.2",7.86619377980683e-283,-1.24606492142575,0.156,0.577,2.20237693447032e-278,"2","Anxa1"
"Actn1.1",3.34307331919935e-281,0.686436026661569,0.66,0.416,9.35993667909433e-277,"2","Actn1"
"Lamb3.1",1.11462601661267e-279,-0.618618170575661,0.019,0.406,3.12072992131215e-275,"2","Lamb3"
"Rab27b.2",1.47302299611422e-278,-0.634503883769544,0.034,0.436,4.1241697845206e-274,"2","Rab27b"
"Rnf152",8.0804459732633e-277,0.452361173380948,0.285,0.014,2.26236326359426e-272,"2","Rnf152"
"Mmp2.2",2.38061010520644e-276,0.536837000118755,0.439,0.077,6.66523217255699e-272,"2","Mmp2"
"Ifitm2.2",2.58527110052088e-275,0.625623741147507,0.934,0.667,7.23824202723835e-271,"2","Ifitm2"
"2900055J20Rik",2.55795110548134e-274,0.517655397620287,0.234,0.004,7.16175150512666e-270,"2","2900055J20Rik"
"Cd81.1",1.501952568028e-273,0.688632730498009,0.964,0.835,4.20516679996481e-269,"2","Cd81"
"Cxadr.1",3.56130199239148e-272,-0.530818259745485,0.017,0.393,9.97093331829767e-268,"2","Cxadr"
"Eng.2",1.32509851707879e-270,0.545721991486463,0.563,0.149,3.71001082811719e-266,"2","Eng"
"Smtn.2",2.62215444028676e-270,0.560287727219703,0.431,0.078,7.34150800191487e-266,"2","Smtn"
"Klhl23.2",2.81539841442824e-270,0.563776828803308,0.346,0.063,7.88255248071619e-266,"2","Klhl23"
"Ap3s1.2",1.27171176491972e-268,0.588087367109974,0.633,0.372,3.56053859942222e-264,"2","Ap3s1"
"Rgs6",8.87101891921915e-268,0.452844855091411,0.265,0.011,2.48370787700298e-263,"2","Rgs6"
"Sh3pxd2a.2",1.45140399126815e-267,0.632905283016515,0.547,0.191,4.06364089475257e-263,"2","Sh3pxd2a"
"C1qtnf6.2",4.27838540008325e-267,0.580145889071994,0.48,0.138,1.19786234431531e-262,"2","C1qtnf6"
"Heyl.1",1.12378355844234e-266,0.775368893919843,0.284,0.018,3.14636920692686e-262,"2","Heyl"
"Gsta4.2",6.31169113714757e-266,-1.54400581593233,0.034,0.414,1.76714728457858e-261,"2","Gsta4"
"Wwc1.1",8.67114888818894e-265,-0.538362799201546,0.019,0.391,2.42774826571514e-260,"2","Wwc1"
"Fgfr1.2",3.22733748294673e-264,0.581700913418739,0.484,0.101,9.03589948475424e-260,"2","Fgfr1"
"Itgb1.1",3.51736452276903e-264,0.667900063566285,0.935,0.741,9.84791719084873e-260,"2","Itgb1"
"Cxcl15.2",4.59129439260691e-264,-1.8596665134871,0.111,0.533,1.28547060404208e-259,"2","Cxcl15"
"Csrp2.2",5.93399787847981e-264,0.937842170208343,0.746,0.434,1.66140072601678e-259,"2","Csrp2"
"Mbip.2",9.47772945998441e-264,-0.723633157893244,0.138,0.565,2.65357469420644e-259,"2","Mbip"
"Tgfb2.2",5.66358874190767e-261,0.770078028792993,0.703,0.334,1.58569157595931e-256,"2","Tgfb2"
"Mef2c.2",2.65809556413526e-260,0.610359148807047,0.62,0.187,7.44213596046591e-256,"2","Mef2c"
"Cnrip1.2",2.88840350931932e-260,0.526025831941242,0.409,0.062,8.08695214539223e-256,"2","Cnrip1"
"Tacstd2.2",1.19151024931549e-259,-0.718956569249733,0.013,0.37,3.33599039603352e-255,"2","Tacstd2"
"Fkbp7.2",1.24528544933353e-259,0.650504457917219,0.569,0.211,3.48655020104402e-255,"2","Fkbp7"
"Otud1.2",1.27825394650366e-259,0.538123021726746,0.367,0.057,3.57885539942094e-255,"2","Otud1"
"Klf5.2",5.6202840766617e-259,-0.547165008858867,0.012,0.368,1.57356713578374e-254,"2","Klf5"
"Smim6.2",9.49717029464015e-259,-0.644677022170155,0.019,0.383,2.65901773909335e-254,"2","Smim6"
"Rbm47.2",4.25957035867858e-258,-0.464553461574675,0.008,0.355,1.19259450902283e-253,"2","Rbm47"
"Cgn.2",1.04848991884481e-257,-0.537837379457343,0.012,0.364,2.93556207478169e-253,"2","Cgn"
"Slc25a4.1",3.13284595621965e-257,0.549870251100669,0.942,0.803,8.77134210822377e-253,"2","Slc25a4"
"Clic5.2",1.56155302953083e-255,-0.823651521081125,0.022,0.388,4.37203617208041e-251,"2","Clic5"
"Nfib.2",9.06400080984595e-255,0.720621716313602,0.828,0.655,2.53773894674067e-250,"2","Nfib"
"Cacnb3.1",1.08382942802019e-254,0.527714460292665,0.427,0.142,3.03450563257093e-250,"2","Cacnb3"
"Rhoj.2",1.30504624760801e-254,0.503865235879428,0.527,0.132,3.65386848405292e-250,"2","Rhoj"
"Fermt2.2",2.30693445927446e-254,0.899010223587471,0.787,0.496,6.45895509907663e-250,"2","Fermt2"
"Snhg18.2",2.19654871147651e-253,0.690289107717822,0.688,0.29,6.14989708239193e-249,"2","Snhg18"
"Iigp1.2",7.41457374490426e-253,0.597502134307219,0.369,0.047,2.0759323570983e-248,"2","Iigp1"
"Cox4i2.1",1.00561365518675e-252,1.71042867517532,0.299,0.04,2.81551711179186e-248,"2","Cox4i2"
"Icam1.1",3.46673903443793e-252,-0.893259319651017,0.063,0.46,9.70617594861931e-248,"2","Icam1"
"Pros1.2",4.09332461553787e-252,0.55628401571001,0.416,0.073,1.14604902585829e-247,"2","Pros1"
"Sgcg",6.11801885290549e-252,0.375738585547345,0.21,0.002,1.71292291843648e-247,"2","Sgcg"
"Ociad2.2",4.96989169871022e-251,-0.585637925646906,0.024,0.389,1.39147027780489e-246,"2","Ociad2"
"F11r.2",5.86421760518765e-251,-0.501109149238094,0.023,0.386,1.64186364510044e-246,"2","F11r"
"Ptgis.2",3.08511119755922e-249,0.811481152270766,0.302,0.031,8.6376943309263e-245,"2","Ptgis"
"Lamc2.2",1.61092830441849e-248,-0.677290214764186,0.02,0.375,4.51027706671088e-244,"2","Lamc2"
"Lama4.2",8.41772626306119e-247,0.540577023741456,0.385,0.056,2.35679499913187e-242,"2","Lama4"
"Ager.2",1.6554118293961e-246,-2.67563987964452,0.249,0.589,4.63482203994321e-242,"2","Ager"
"Podxl2.2",7.02410520155525e-246,0.525743355143247,0.401,0.067,1.96660897433144e-241,"2","Podxl2"
"Ctsl.2",6.16599959748315e-245,0.699626750979189,0.76,0.505,1.72635656730333e-240,"2","Ctsl"
"Sdc1.2",9.84994906393923e-245,-0.80262397267631,0.238,0.624,2.7577887389217e-240,"2","Sdc1"
"Basp1.2",1.73998152382013e-244,0.583755933433875,0.401,0.08,4.87160027039159e-240,"2","Basp1"
"Ank3.1",1.6720567376325e-243,-0.554279160913031,0.03,0.395,4.68142445402346e-239,"2","Ank3"
"Dusp10.2",1.85554396248527e-243,0.520179109697964,0.371,0.076,5.19515198616625e-239,"2","Dusp10"
"Sfta2.2",2.51076945636901e-243,-1.61205967723017,0.056,0.432,7.02965232394194e-239,"2","Sfta2"
"Prss8.2",3.31807778439415e-243,-0.478763040595291,0.018,0.366,9.28995418074674e-239,"2","Prss8"
"Stard10.1",4.90955599540789e-243,-0.673261649042556,0.065,0.45,1.3745774875943e-238,"2","Stard10"
"Jup.2",7.3016891442152e-243,-0.711862556443137,0.188,0.613,2.04432692659737e-238,"2","Jup"
"Myl6.2",1.12826816281289e-242,0.545741493615042,0.998,0.987,3.15892520224352e-238,"2","Myl6"
"Sntg2",1.17456162614611e-242,0.370274956574313,0.219,0.005,3.28853764088387e-238,"2","Sntg2"
"Galnt16",1.69411644844024e-242,0.385278289111364,0.226,0.006,4.743187232343e-238,"2","Galnt16"
"Fam162b",1.86612193052894e-242,0.742105583168317,0.213,0.004,5.22476818109493e-238,"2","Fam162b"
"Tmbim6.2",9.10730258395256e-242,-0.672528990268126,0.64,0.888,2.54986257745504e-237,"2","Tmbim6"
"Pde10a",1.19651910698724e-241,0.592096234678075,0.245,0.014,3.35001419574287e-237,"2","Pde10a"
"Hacd1.2",1.33237462262541e-241,0.625355712744676,0.603,0.335,3.73038246842662e-237,"2","Hacd1"
"Notch3.1",1.93684816823085e-241,0.801113634943467,0.258,0.045,5.42278750141272e-237,"2","Notch3"
"Zbtb20.2",3.95827499569869e-241,0.64421336933521,0.842,0.539,1.10823783329572e-236,"2","Zbtb20"
"Slco2a1.2",4.09650282166295e-241,-0.75236893606877,0.023,0.375,1.14693886000919e-236,"2","Slco2a1"
"Vsig2.2",5.64445795497437e-241,-0.557946791350051,0.016,0.359,1.58033533823372e-236,"2","Vsig2"
"Avpi1.2",6.48733535005774e-239,-0.672309381809341,0.185,0.599,1.81632415130917e-234,"2","Avpi1"
"Ryk.2",1.01029490179505e-238,0.574904547618399,0.586,0.328,2.82862366604579e-234,"2","Ryk"
"Gstm5.2",1.13656533459172e-238,0.510818286158532,0.382,0.089,3.1821556237899e-234,"2","Gstm5"
"Ndn.2",2.11114415608285e-238,0.603732934484918,0.379,0.066,5.91078140820077e-234,"2","Ndn"
"Nfia.2",4.71754274532682e-238,0.656724353312871,0.662,0.363,1.3208176178366e-233,"2","Nfia"
"Napsa.2",1.27511484676158e-237,-1.64843225898856,0.065,0.434,3.57006654796307e-233,"2","Napsa"
"Irx2.2",4.55148198667824e-236,-0.552308482267267,0.022,0.368,1.27432392663017e-231,"2","Irx2"
"Ppp1r12b.2",5.46505009047881e-236,0.608911262873482,0.401,0.114,1.53010472433226e-231,"2","Ppp1r12b"
"Anxa6.2",6.4407445074641e-236,0.615252578394867,0.716,0.453,1.8032796471998e-231,"2","Anxa6"
"Lmna.1",1.04214639874798e-235,0.625744589293988,0.748,0.506,2.91780148721458e-231,"2","Lmna"
"Tspo.2",5.75664817230997e-235,-0.701729551506652,0.439,0.783,1.61174635528334e-230,"2","Tspo"
"Ndufa4l2",9.28189875373264e-235,1.54089413485641,0.226,0.016,2.59874601307006e-230,"2","Ndufa4l2"
"Emb.2",1.07431563144894e-234,-0.588209526953269,0.02,0.362,3.00786890493074e-230,"2","Emb"
"Lurap1l.2",1.50361468515738e-234,-0.993936597483011,0.149,0.534,4.20982039550362e-230,"2","Lurap1l"
"Krtcap3.1",2.07626218906958e-234,-0.439779482888026,0.018,0.357,5.81311887695701e-230,"2","Krtcap3"
"Tmtc1.1",2.34668805558748e-234,0.467471441374537,0.287,0.025,6.57025721803383e-230,"2","Tmtc1"
"Abca3.2",4.47918217832487e-234,-0.797084029915997,0.053,0.426,1.2540814262874e-229,"2","Abca3"
"Thra.2",2.88402727223435e-233,0.590690875076923,0.73,0.441,8.07469955680173e-229,"2","Thra"
"Msln.2",1.12195177388524e-232,-1.51940034195094,0.034,0.368,3.1412405765239e-228,"2","Msln"
"Gjc1.2",1.39519859794555e-232,0.620916647692534,0.383,0.071,3.90627703452795e-228,"2","Gjc1"
"Arhgef7.2",1.66804560392846e-232,0.601929878860694,0.493,0.189,4.67019408187891e-228,"2","Arhgef7"
"Col4a1.2",2.66386035656556e-231,0.773302269670382,0.873,0.6,7.45827622631226e-227,"2","Col4a1"
"Antxr1.2",4.10607827653201e-231,0.612157529607778,0.552,0.172,1.14961979586343e-226,"2","Antxr1"
"Samd4.1",2.29304991395654e-230,0.522920720781169,0.408,0.129,6.42008114909552e-226,"2","Samd4"
"Meis1.2",2.0156426429151e-229,0.496771010218357,0.415,0.077,5.64339627163369e-225,"2","Meis1"
"Oaf.2",2.9034431321034e-229,0.504782888100045,0.373,0.088,8.12906008126311e-225,"2","Oaf"
"Prelp.1",3.46526264044996e-229,0.455025838474998,0.283,0.023,9.70204234073179e-225,"2","Prelp"
"S100a14.2",1.223236190819e-228,-0.653796344236833,0.011,0.332,3.42481668705503e-224,"2","S100a14"
"Enpp1",1.90226797748378e-228,0.440087321966902,0.241,0.016,5.32596988335908e-224,"2","Enpp1"
"Perp.2",2.13502834603569e-227,-0.501867697882923,0.015,0.341,5.97765236323072e-223,"2","Perp"
"Syngr1.2",1.12775546779374e-226,-0.438535559660464,0.01,0.327,3.1574897587289e-222,"2","Syngr1"
"Spint1.1",3.92195403414381e-226,-0.419771680806353,0.009,0.323,1.09806869047958e-221,"2","Spint1"
"Irx3.1",6.20506967114125e-226,-0.530384523731421,0.027,0.368,1.73729540652613e-221,"2","Irx3"
"Adgrl3.2",7.75291761081859e-226,0.558688401269858,0.381,0.065,2.17066187267699e-221,"2","Adgrl3"
"Apobec3.2",5.10698062933935e-225,-0.554087679088494,0.047,0.407,1.42985243660243e-220,"2","Apobec3"
"Gipc2.2",1.88890755393642e-224,-0.559977956948184,0.024,0.361,5.28856336951119e-220,"2","Gipc2"
"Tmprss2.2",4.1927078533489e-224,-0.417370190330554,0.009,0.321,1.17387434478063e-219,"2","Tmprss2"
"Tenm4",7.39780876068349e-224,0.408108682030257,0.244,0.014,2.07123849681616e-219,"2","Tenm4"
"Crispld2",1.40734970031142e-223,0.449294296363532,0.229,0.01,3.94029769093192e-219,"2","Crispld2"
"Lcp1.1",2.0638616250873e-223,-0.571400397432153,0.019,0.348,5.77839977791942e-219,"2","Lcp1"
"Ptprf.2",5.33445190981208e-223,-0.758408729487203,0.219,0.613,1.49353984570919e-218,"2","Ptprf"
"Sulf1.1",6.73438878891191e-223,0.473485598161168,0.287,0.027,1.88549417311956e-218,"2","Sulf1"
"Ssbp2.2",1.44551135006893e-222,0.55171507546378,0.499,0.2,4.047142677923e-218,"2","Ssbp2"
"Pdzrn3.2",1.58669044862961e-222,0.513777339066658,0.357,0.061,4.44241591807318e-218,"2","Pdzrn3"
"Gnb4.2",4.03759850669041e-222,0.618731977483962,0.508,0.165,1.13044682990318e-217,"2","Gnb4"
"Arrdc1.2",1.77262119966558e-221,-0.474744441079192,0.069,0.443,4.96298483482369e-217,"2","Arrdc1"
"Cdc42ep3.1",2.7734593765763e-221,0.724343238809299,0.538,0.264,7.76513156253833e-217,"2","Cdc42ep3"
"Emilin1.2",2.97396632299555e-221,0.533149161205044,0.447,0.099,8.32651091112294e-217,"2","Emilin1"
"Nfix.1",5.09397438874092e-221,0.587091958024096,0.663,0.377,1.42621094935968e-216,"2","Nfix"
"Tbx4",9.27930104157698e-221,0.384219610489298,0.262,0.018,2.59801870562072e-216,"2","Tbx4"
"Ntn1.2",1.44208272376627e-220,0.527916851295944,0.341,0.057,4.03754321000081e-216,"2","Ntn1"
"Gpx7.2",4.43108869251163e-220,0.585349717080717,0.541,0.197,1.24061621212941e-215,"2","Gpx7"
"Rcn2.2",4.52415283370133e-220,0.532181889149627,0.651,0.4,1.2666723103797e-215,"2","Rcn2"
"AU021092.2",4.85696424946817e-220,-0.466145391050695,0.01,0.319,1.3598528505661e-215,"2","AU021092"
"Lama2.1",1.23172123511012e-219,0.459115953142615,0.29,0.028,3.44857311406132e-215,"2","Lama2"
"Rerg.1",1.45591538723061e-216,0.458144461596598,0.295,0.038,4.07627190116825e-212,"2","Rerg"
"Rai2",3.21855759383663e-214,0.334069952351311,0.207,0.006,9.01131755122378e-210,"2","Rai2"
"Ptpn18.2",3.53883020965313e-214,-0.577059489276717,0.03,0.363,9.90801682098682e-210,"2","Ptpn18"
"Olfml3.2",7.30036386104307e-214,0.43407270652884,0.368,0.068,2.04395587381484e-209,"2","Olfml3"
"Id4.2",1.19271054134998e-213,0.542642282221591,0.308,0.045,3.33935097367167e-209,"2","Id4"
"Amotl1.2",1.99684373080199e-213,0.625882566324821,0.581,0.344,5.59076307749942e-209,"2","Amotl1"
"Zfp536",3.92618861765785e-213,0.297302773552403,0.187,0.003,1.09925428917185e-208,"2","Zfp536"
"Hspb2.2",8.25837291075154e-213,0.568621750117208,0.4,0.139,2.31217924755222e-208,"2","Hspb2"
"Sh2d4a.1",4.28324196915352e-212,-0.386718239087654,0.01,0.313,1.1992220865236e-207,"2","Sh2d4a"
"AA986860.1",4.59309206201361e-212,-0.462789513812077,0.025,0.348,1.28597391552257e-207,"2","AA986860"
"Lrrc15",7.06376771351306e-212,0.49492512289692,0.186,0.003,1.97771368442939e-207,"2","Lrrc15"
"Col4a2.2",9.39721307815564e-212,0.741832147813679,0.901,0.637,2.63103171762202e-207,"2","Col4a2"
"Ndrg2.2",2.37422084516908e-211,0.540314712566978,0.296,0.046,6.64734352230438e-207,"2","Ndrg2"
"Cyb5a.1",4.26058637182863e-211,-0.59534657634597,0.66,0.872,1.19287897238458e-206,"2","Cyb5a"
"Dennd2a.2",5.9155986202132e-211,0.474135912278364,0.299,0.048,1.65624930168729e-206,"2","Dennd2a"
"Mmp15.2",2.1689845867748e-210,-0.455836671167861,0.034,0.368,6.07272304605209e-206,"2","Mmp15"
"Rasl11b.2",3.86385247530699e-210,0.624922502900846,0.491,0.209,1.08180141603645e-205,"2","Rasl11b"
"Serf1.1",3.95067745621553e-210,0.545691910643003,0.683,0.44,1.10611067419122e-205,"2","Serf1"
"Pten.2",6.62306346289082e-210,0.555861073052604,0.504,0.302,1.85432530834017e-205,"2","Pten"
"Nkain4.2",2.2640673412085e-209,0.816087707060956,0.283,0.038,6.33893574191556e-205,"2","Nkain4"
"Cd36.2",2.39576192254197e-209,-0.869542492163602,0.034,0.358,6.70765423073301e-205,"2","Cd36"
"Nid1.2",4.70851172934375e-209,0.645060945958005,0.531,0.166,1.31828911398166e-204,"2","Nid1"
"B3gnt9.1",1.86095835658078e-208,0.414616394604989,0.291,0.032,5.21031120675488e-204,"2","B3gnt9"
"H2afy2.2",2.64050843903424e-207,0.512909848552061,0.44,0.139,7.39289552760805e-203,"2","H2afy2"
"Irx1.1",2.69470744030179e-207,-0.596853362723246,0.029,0.353,7.54464189135694e-203,"2","Irx1"
"Rrbp1.2",6.14482089818535e-207,0.53976311103267,0.895,0.76,1.72042695507393e-202,"2","Rrbp1"
"Sept7.2",6.14945528681554e-207,0.661631419376252,0.772,0.626,1.72172449120262e-202,"2","Sept7"
"Cdh11.2",2.52916481330977e-206,0.31999297836954,0.338,0.072,7.0811556443047e-202,"2","Cdh11"
"Mt2.2",3.23545839392411e-206,-1.40766985456983,0.078,0.426,9.05863641130873e-202,"2","Mt2"
"Epb41l2.2",5.41374110644829e-206,0.610835707544903,0.5,0.176,1.51573923498339e-201,"2","Epb41l2"
"Tpd52.2",1.68118045693799e-205,-0.514605354310691,0.093,0.462,4.70696904333498e-201,"2","Tpd52"
"Pappa2",1.23164801919025e-204,0.400304532186292,0.192,0.005,3.44836812412886e-200,"2","Pappa2"
"Irx5.2",3.05230744211683e-203,-0.42400716404749,0.02,0.329,8.54585037643869e-199,"2","Irx5"
"Nkx2-1.1",1.24872378940708e-202,-0.855234510836048,0.033,0.346,3.49617686558194e-198,"2","Nkx2-1"
"Pdzd2.2",1.85829138326622e-202,1.40252643304822,0.205,0.118,5.20284421486877e-198,"2","Pdzd2"
"Rsu1.2",1.86297869065857e-202,0.545256261771027,0.689,0.461,5.21596773810585e-198,"2","Rsu1"
"Rgs5",2.80538086857154e-202,0.670656482162242,0.212,0.011,7.85450535582659e-198,"2","Rgs5"
"Pag1.2",3.99913991512494e-202,0.534594499762843,0.316,0.097,1.11967919343668e-197,"2","Pag1"
"Kcnj15.1",1.56493790235565e-200,-0.422371621964649,0.016,0.314,4.38151313901536e-196,"2","Kcnj15"
"Ccdc42",1.88597970699216e-200,0.345987813537018,0.2,0.007,5.28036598363665e-196,"2","Ccdc42"
"Sema3e.2",1.99757652126063e-200,-0.575919020545473,0.021,0.327,5.5928147442255e-196,"2","Sema3e"
"Cys1",3.10125380791695e-200,0.386186718786469,0.242,0.035,8.68289041140587e-196,"2","Cys1"
"Loxl3",2.25976548562687e-199,0.334360096467024,0.216,0.012,6.32689140665811e-195,"2","Loxl3"
"Rbp1.2",1.22951085077155e-198,0.315934556117499,0.52,0.163,3.44238447999018e-194,"2","Rbp1"
"Adgrg1.2",1.25543599566488e-198,-0.375272220218247,0.013,0.304,3.51496970066254e-194,"2","Adgrg1"
"Dpt.2",1.276628093333e-198,0.107701278351937,0.303,0.075,3.57430333571374e-194,"2","Dpt"
"Tmc4.1",1.46375399153506e-198,-0.405750545712591,0.033,0.351,4.09821842549985e-194,"2","Tmc4"
"Sept11.2",3.69700567310149e-198,0.625226016451359,0.504,0.219,1.03508764835496e-193,"2","Sept11"
"Qpct.1",8.87258643567271e-198,0.496677061583678,0.296,0.045,2.48414675025965e-193,"2","Qpct"
"Ecm2",9.00025749517755e-198,0.391087459746228,0.227,0.015,2.51989209349981e-193,"2","Ecm2"
"Sepp1.2",1.14467951237184e-197,-0.776032124867344,0.351,0.716,3.20487369873867e-193,"2","Sepp1"
"Dpp4.1",1.76681529611952e-197,-0.394951232774897,0.013,0.304,4.94672946607543e-193,"2","Dpp4"
"Slc1a5.2",1.8743055537407e-197,-0.541396378421658,0.059,0.399,5.24768068936321e-193,"2","Slc1a5"
"Fzd1.2",3.03169432879929e-197,0.526985234651022,0.44,0.164,8.48813778177224e-193,"2","Fzd1"
"Rem1.1",3.62416565216782e-197,0.391793642049887,0.282,0.032,1.01469389929395e-192,"2","Rem1"
"Fam162a.2",6.83340825058958e-197,0.571658743948511,0.668,0.499,1.91321764200007e-192,"2","Fam162a"
"Rab11fip1.1",9.54102223246393e-197,-0.385474392458879,0.007,0.285,2.67129540464525e-192,"2","Rab11fip1"
"Fam174b.2",2.26369427269129e-196,-0.600536412565593,0.045,0.374,6.33789122468108e-192,"2","Fam174b"
"Foxa2.2",3.12048547338772e-196,-0.375733057007915,0.012,0.298,8.73673522839094e-192,"2","Foxa2"
"Adam19.1",4.24266277511685e-196,0.542676401748798,0.43,0.121,1.18786072377721e-191,"2","Adam19"
"Samd14.2",4.56707843698502e-196,0.393185783822707,0.301,0.066,1.27869062078706e-191,"2","Samd14"
"Nenf.2",2.91604180537353e-195,0.480322420688735,0.908,0.743,8.1643338466848e-191,"2","Nenf"
"Sox4.1",4.26792749703453e-195,0.592076771844956,0.871,0.676,1.19493434061973e-190,"2","Sox4"
"Car8.2",7.32309442940803e-195,-0.594608586462693,0.024,0.327,2.05031997834566e-190,"2","Car8"
"2010111I01Rik.2",1.08308108514965e-194,0.531587747478063,0.565,0.305,3.03241042220198e-190,"2","2010111I01Rik"
"Serf2.1",1.20136634530256e-193,0.433903792960984,0.994,0.984,3.3635854935781e-189,"2","Serf2"
"Pth1r",1.76130767852612e-193,0.366459576662752,0.252,0.023,4.93130923833744e-189,"2","Pth1r"
"Glipr2.1",2.51022556467913e-193,0.465455134384917,0.401,0.15,7.02812953598862e-189,"2","Glipr2"
"Synpo2",1.45275208766923e-192,0.397995779118516,0.176,0.004,4.06741529505631e-188,"2","Synpo2"
"Tfpi.2",3.77917591969268e-192,0.458726256573694,0.387,0.082,1.05809367399556e-187,"2","Tfpi"
"St14.1",8.52424957270745e-192,-0.338465960107238,0.009,0.285,2.38661939536663e-187,"2","St14"
"Rassf7.1",9.26986130098354e-192,-0.340518556033338,0.013,0.297,2.59537576704937e-187,"2","Rassf7"
"Ly6c1.1",2.6193761854121e-191,-0.787248720118295,0.02,0.311,7.3337294439168e-187,"2","Ly6c1"
"Ptk2.2",5.02127785002823e-191,0.51690014712713,0.424,0.184,1.4058573724509e-186,"2","Ptk2"
"Gnas.2",9.22454239094654e-191,0.404983152017552,0.995,0.987,2.58268737861721e-186,"2","Gnas"
"Gsto1.2",1.04386924830151e-190,-1.55241958598969,0.168,0.458,2.92262512139456e-186,"2","Gsto1"
"S100g.2",1.70593056621641e-190,-1.66831855897013,0.085,0.404,4.7762643992927e-186,"2","S100g"
"Pcdh7",1.7757791239443e-190,0.434122046555037,0.205,0.012,4.97182639121926e-186,"2","Pcdh7"
"Higd1b",1.91960179814296e-190,1.72232075883728,0.176,0.013,5.37450111444067e-186,"2","Higd1b"
"Arl4c.2",1.99784735413049e-190,-0.758301620216164,0.162,0.508,5.59357302209454e-186,"2","Arl4c"
"Hic1.1",2.46687354110094e-190,0.413788222000848,0.276,0.032,6.9067525403744e-186,"2","Hic1"
"Atp1a1.1",2.63471679203897e-190,-0.581163130628412,0.268,0.642,7.37668007435071e-186,"2","Atp1a1"
"Rhoc.2",3.238815424307e-190,0.523256929136957,0.831,0.527,9.06803542497474e-186,"2","Rhoc"
"Atp1b2",1.18676217468119e-189,0.331956683572815,0.184,0.006,3.32269673667241e-185,"2","Atp1b2"
"Eps8l2.2",1.65696067117477e-189,-0.358137953186982,0.01,0.287,4.63915848715511e-185,"2","Eps8l2"
"Cdkn2b.2",2.07080510798027e-189,-0.589498001975295,0.02,0.313,5.79784014132316e-185,"2","Cdkn2b"
"Slmap.2",2.41172779437682e-189,0.498551163141638,0.452,0.255,6.75235547869623e-185,"2","Slmap"
"Epb41l5.1",4.65586062270275e-189,-0.38157236044291,0.024,0.321,1.30354785714432e-184,"2","Epb41l5"
"Arhgef26.2",1.11359797168915e-188,-0.46123735946719,0.023,0.317,3.11785160113529e-184,"2","Arhgef26"
